Z-XX-A-m;n;p;Svyazey;X;Y;Z;centrX;centrY;centrZ;Centrobeg;He4;He3;H3;H2;p;n;n1;n2;n3;n4;n5;n6;p1;p2;p3;p4;p5;p6;Binding
11-Na-31;20;11;51;18;18;15;5,580645161;5,419354839;2,774193548;39,57803158;5;0;1;0;0;8;2;10;6;0;1;1;0;2;0;2;3;4;228,96
11-Na-32;21;11;52;18;18;16;5,53125;5,375;2,75;41,67844971;5;0;1;0;0;9;3;10;6;0;1;1;0;1;1;2;3;4;230,581
11-Na-33;22;11;53;18;18;17;5,575757576;5,424242424;2,727272727;43,83568903;5;0;1;0;0;10;4;10;6;0;1;1;0;0;2;2;3;4;232,853
11-Na-34;23;11;54;18;19;17;5,588235294;5,352941176;2,735294118;46,18426874;5;0;1;0;0;11;5;10;6;0;1;1;0;0;2;2;2;5;233,024
11-Na-35;24;11;55;18;20;17;5,571428571;5,428571429;2,742857143;48,94435102;5;0;1;0;0;12;6;10;6;0;1;1;0;0;2;1;3;5;234,296
11-Na-36;25;11;56;19;20;17;5,5;5,444444444;2,75;51,63005507;5;0;1;0;0;13;7;10;6;0;1;1;0;0;2;0;4;5;233,967
11-Na-37;26;11;57;20;20;17;5,567567568;5,432432432;2,756756757;54,05227011;5;0;1;0;0;14;8;10;6;0;1;1;0;0;2;0;3;6;234,739
12-Mg-19;7;12;27;11;10;6;5,421052632;5,473684211;3,105263158;22,33533973;3;1;0;0;4;0;0;0;5;0;0;2;4;4;2;1;1;0;110,969
12-Mg-20;8;12;30;12;12;6;5,5;5,5;3,1;23,96281914;3;2;0;0;2;0;0;0;6;0;0;2;2;6;2;0;2;0;134,47
12-Mg-21;9;12;32;13;13;6;5,571428571;5,428571429;3,095238095;26,02956264;4;1;0;0;2;0;0;1;6;0;0;2;2;4;4;0;2;0;149,201
12-Mg-22;10;12;34;14;14;6;5,5;5,5;3,090909091;28,20545983;5;0;0;0;2;0;0;2;6;0;0;2;2;2;6;0;2;0;168,579
12-Mg-23;11;12;37;15;15;7;5,47826087;5,47826087;3,043478261;28,88747217;5;1;0;0;0;0;0;2;7;0;0;2;0;4;6;0;1;1;181,728
12-Mg-23-m 9,596 MeV;11;12;36;14;15;7;5,52173913;5,434782609;3,043478261;29,74079192;5;0;0;1;1;0;0;3;6;0;0;2;1;3;5;1;2;0;172,132
12-Mg-24;12;12;40;16;16;8;5,5;5,5;3;29,61967339;6;0;0;0;0;0;0;2;8;0;0;2;0;2;8;0;0;2;198,26
12-Mg-25;13;12;42;16;17;9;5,52;5,44;2,96;31,1615034;6;0;0;0;0;1;0;3;8;0;0;2;0;2;6;2;0;2;205,591
12-Mg-26;14;12;44;16;18;10;5,5;5,5;2,923076923;32,78195105;6;0;0;0;0;2;0;4;8;0;0;2;0;2;4;4;0;2;216,685
12-Mg-27;15;12;46;17;18;11;5,444444444;5,518518519;2,888888889;34,326437;6;0;0;0;0;3;0;5;8;0;0;2;0;2;3;4;1;2;223,127
12-Mg-28;16;12;48;18;18;12;5,5;5,5;2,857142857;35,94422871;6;0;0;0;0;4;0;6;8;0;0;2;0;2;2;4;2;2;231,631
12-Mg-29;17;12;50;18;19;13;5,517241379;5,448275862;2,896551724;37,48983395;6;0;0;0;0;5;0;7;8;0;0;2;0;2;1;4;3;2;235,303
12-Mg-30;18;12;52;18;20;14;5,5;5,5;2,933333333;39,10650637;6;0;0;0;0;6;0;8;8;0;0;2;0;2;0;4;4;2;241,666
12-Mg-31;19;12;54;19;20;15;5,451612903;5,516129032;2,967741935;40,65430999;6;0;0;0;0;7;0;9;8;0;0;2;0;2;0;2;6;2;244,044
12-Mg-32;20;12;56;20;20;16;5,5;5,5;3;42,26878403;6;0;0;0;0;8;0;10;8;0;0;2;0;2;0;0;8;2;249,854
12-Mg-33;21;12;57;20;20;17;5,515151515;5,484848485;2,939393939;42,95744039;6;0;0;0;0;9;1;10;8;0;0;2;0;2;0;0;7;3;252,076
12-Mg-34;22;12;58;20;20;18;5,5;5,5;2,882352941;43,68299759;6;0;0;0;0;10;2;10;8;0;0;2;0;2;0;0;6;4;256,232
12-Mg-35;23;12;59;20;20;19;5,457142857;5,457142857;2,857142857;45,77826459;6;0;0;0;0;11;3;10;8;0;0;2;0;1;1;0;6;4;256,913
12-Mg-36;24;12;60;20;20;20;5,5;5,5;2,833333333;47,92563828;6;0;0;0;0;12;4;10;8;0;0;2;0;0;2;0;6;4;259,785
12-Mg-37;25;12;61;20;21;20;5,513513514;5,432432432;2,837837838;50,44293343;6;0;0;0;0;13;5;10;8;0;0;2;0;0;2;0;5;5;260,056
12-Mg-38;26;12;62;20;22;20;5,5;5,5;2,842105263;53,02465779;6;0;0;0;0;14;6;10;8;0;0;2;0;0;2;0;4;6;262,328
12-Mg-39;27;12;63;21;22;20;5,435897436;5,512820513;2,846153846;55,54324199;6;0;0;0;0;15;7;10;8;0;0;2;0;0;2;0;3;7;261,799
12-Mg-40;28;12;64;22;22;20;5,5;5,5;2,85;58,12367731;6;0;0;0;0;16;8;10;8;0;0;2;0;0;2;0;2;8;263,271
13-Al-21;8;13;32;12;12;8;5,428571429;5,333333333;3,19047619;25,28391208;3;1;0;1;4;0;0;0;4;2;0;2;4;3;3;2;1;0;133,229
13-Al-22;9;13;35;13;14;8;5,5;5,363636364;3,181818182;26,96220335;3;2;0;1;2;0;0;0;5;2;0;2;2;5;3;1;2;0;149,221
13-Al-23;10;13;37;14;15;8;5,565217391;5,304347826;3,173913043;28,90286058;4;1;0;1;2;0;0;1;5;2;0;2;2;4;3;2;2;0;168,703
13-Al-23-m 0,550 MeV;10;13;37;13;15;9;5,52173913;5,304347826;3,130434783;28,34106051;3;2;0;2;1;0;0;1;5;2;0;2;1;6;2;2;2;0;168,153
13-Al-24;11;13;39;15;16;8;5,5;5,375;3,166666667;31,2146561;5;0;0;1;2;0;0;2;5;2;0;2;2;2;5;2;2;0;183,6
13-Al-24-m 0,426 MeV;11;13;39;14;16;9;5,583333333;5,25;3,125;30,20322626;4;1;0;2;1;0;0;2;5;2;0;2;1;5;3;1;3;0;183,174
13-Al-25;12;13;42;16;17;9;5,48;5,36;3,12;31,81398109;5;1;0;1;0;0;0;2;6;2;0;2;0;4;5;2;1;1;200,532
13-Al-26;13;13;45;17;18;10;5,5;5,384615385;3,076923077;32,64409501;6;0;0;1;0;0;0;2;7;2;0;2;0;2;7;2;0;2;211,897
13-Al-26-m 0,228 MeV;13;13;44;16;18;10;5,5;5,307692308;3,076923077;33,19116821;5;1;0;1;0;1;0;3;6;2;0;2;0;3;6;1;2;1;211,669
13-Al-27;14;13;47;17;19;11;5,518518519;5,333333333;3,037037037;34,05592587;6;0;0;1;0;1;0;3;7;2;0;2;0;2;6;2;1;2;224,955
13-Al-28;15;13;49;17;20;12;5,5;5,392857143;3;35,81150055;6;0;0;1;0;2;0;4;7;2;0;2;0;2;4;4;1;2;232,681
13-Al-29;16;13;51;18;20;13;5,448275862;5,413793103;2,965517241;37,40918672;6;0;0;1;0;3;0;5;7;2;0;2;0;2;3;4;2;2;242,117
13-Al-30;17;13;53;19;20;14;5,5;5,4;2,933333333;38,98387519;6;0;0;1;0;4;0;6;7;2;0;2;0;2;2;4;3;2;247,845
13-Al-31;18;13;55;19;21;15;5,483870968;5,451612903;2,967741935;40,65503374;6;0;0;1;0;5;0;7;7;2;0;2;0;2;1;4;4;2;254,999
13-Al-32;19;13;57;20;21;16;5,4375;5,46875;3;42,20834182;6;0;0;1;0;6;0;8;7;2;0;2;0;2;1;2;6;2;259,176
13-Al-32-m 0,957 MeV;19;13;57;20;21;16;5,53125;5,4375;3;42,20241545;6;0;0;1;0;6;0;8;7;2;0;2;0;2;1;2;6;2;258,216
13-Al-33;20;13;59;21;21;17;5,484848485;5,454545455;3,03030303;43,81969132;6;0;0;1;0;7;0;9;7;2;0;2;0;2;1;0;8;2;264,718
13-Al-34;21;13;61;22;21;18;5,441176471;5,411764706;3,058823529;45,85449695;6;0;1;0;0;7;0;10;7;2;0;2;0;1;1;1;8;2;267,189
13-Al-35;22;13;62;22;21;19;5,457142857;5,4;3;46,52885701;6;0;1;0;0;8;1;10;7;2;0;2;0;1;1;1;7;3;272,331
13-Al-36;23;13;63;22;21;20;5,444444444;5,416666667;2,944444444;47,28409735;6;0;1;0;0;9;2;10;7;2;0;2;0;1;1;1;6;4;274,622
13-Al-37;24;13;64;22;21;21;5,405405405;5,378378378;2,918918919;49,27797797;6;0;1;0;0;10;3;10;7;2;0;2;0;1;0;2;6;4;278,574
13-Al-38;25;13;65;22;21;22;5,447368421;5,421052632;2,894736842;51,52759131;6;0;1;0;0;11;4;10;7;2;0;2;0;0;1;2;6;4;280,445
13-Al-39;26;13;66;22;22;22;5,461538462;5,358974359;2,897435897;53,9653791;6;0;1;0;0;12;5;10;7;2;0;2;0;0;1;2;5;5;283,217
13-Al-40;27;13;67;22;23;22;5,45;5,425;2,9;56,62924897;6;0;1;0;0;13;6;10;7;2;0;2;0;0;1;2;4;6;283,388
13-Al-41;28;13;68;23;23;22;5,390243902;5,43902439;2,902439024;59,12262728;6;0;1;0;0;14;7;10;7;2;0;2;0;0;1;2;3;7;285,06
13-Al-42;29;13;69;24;23;22;5,452380952;5,428571429;2,904761905;61,73189568;6;0;1;0;0;15;8;10;7;2;0;2;0;0;1;2;2;8;285,132
14-Si-22;8;14;34;12;12;10;5,5;5,5;3,272727273;27,1250968;4;0;0;0;6;0;0;0;2;4;0;2;6;0;4;4;0;0;134,458
14-Si-23;9;14;37;13;14;10;5,434782609;5,47826087;3,260869565;28,66754827;4;1;0;0;4;0;0;0;3;4;0;2;4;2;4;3;1;0;150,92
14-Si-24;10;14;40;14;16;10;5,5;5,5;3,25;30,28737446;4;2;0;0;2;0;0;0;4;4;0;2;2;4;4;2;2;0;172,007
14-Si-25;11;14;42;15;17;10;5,56;5,44;3,24;32,36119357;5;1;0;0;2;0;0;1;4;4;0;2;2;3;4;3;2;0;187,009
14-Si-26;12;14;44;16;18;10;5,5;5,5;3,230769231;34,53001515;6;0;0;0;2;0;0;2;4;4;0;2;2;2;4;4;2;0;206,05
14-Si-27;13;14;47;17;19;11;5,481481481;5,481481481;3,185185185;35,21546641;6;1;0;0;0;0;0;2;5;4;0;2;0;4;4;4;1;1;219,36
14-Si-28;14;14;50;18;20;12;5,5;5,5;3,142857143;35,94422871;7;0;0;0;0;0;0;2;6;4;0;2;0;2;6;4;0;2;236,541
14-Si-29;15;14;52;18;21;13;5,517241379;5,448275862;3,103448276;37,48930768;7;0;0;0;0;1;0;3;6;4;0;2;0;2;5;4;1;2;245,014
14-Si-30;16;14;54;18;22;14;5,5;5,5;3,066666667;39,10650637;7;0;0;0;0;2;0;4;6;4;0;2;0;2;4;4;2;2;255,624
14-Si-31;17;14;56;19;22;15;5,451612903;5,516129032;3,032258065;40,65595487;7;0;0;0;0;3;0;5;6;4;0;2;0;2;3;4;3;2;262,211
14-Si-32;18;14;58;20;22;16;5,5;5,5;3;42,26878403;7;0;0;0;0;4;0;6;6;4;0;2;0;2;2;4;4;2;271,414
14-Si-33;19;14;60;21;22;17;5,454545455;5,515151515;3,03030303;43,81905263;7;0;0;0;0;5;0;7;6;4;0;2;0;2;2;2;6;2;275,897
14-Si-34;20;14;62;22;22;18;5,5;5,5;3,058823529;45,43106169;7;0;0;0;0;6;0;8;6;4;0;2;0;2;2;0;8;2;283,434
14-Si-35;21;14;64;23;22;19;5,457142857;5,457142857;3,085714286;47,52160829;7;0;0;0;0;7;0;9;6;4;0;2;0;1;2;1;8;2;285,908
14-Si-36;22;14;66;24;22;20;5,5;5,5;3,111111111;49,67370238;7;0;0;0;0;8;0;10;6;4;0;2;0;0;2;2;8;2;292,1
14-Si-37;23;14;67;24;22;21;5,513513514;5,486486486;3,054054054;50,36442336;7;0;0;0;0;9;1;10;6;4;0;2;0;0;2;2;7;3;294,271
14-Si-38;24;14;68;24;22;22;5,5;5,5;3;51,08791594;7;0;0;0;0;10;2;10;6;4;0;2;0;0;2;2;6;4;299,833
14-Si-39;25;14;69;24;22;23;5,461538462;5,461538462;2,974358974;53,1830548;7;0;0;0;0;11;3;10;6;4;0;2;0;0;1;3;6;4;301,934
14-Si-40;26;14;70;24;22;24;5,5;5,5;2,95;55,33055663;7;0;0;0;0;12;4;10;6;4;0;2;0;0;0;4;6;4;306,406
14-Si-41;27;14;71;24;23;24;5,512195122;5,43902439;2,951219512;57,84961878;7;0;0;0;0;13;5;10;6;4;0;2;0;0;0;4;5;5;306,377
14-Si-42;28;14;72;24;24;24;5,5;5,5;2,952380952;60,42957614;7;0;0;0;0;14;6;10;6;4;0;2;0;0;0;4;4;6;309,649
14-Si-43;29;14;73;25;24;24;5,441860465;5,511627907;2,953488372;62,95145874;7;0;0;0;0;15;7;10;6;4;0;2;0;0;0;4;3;7;309,421
14-Si-44;30;14;74;26;24;24;5,5;5,5;2,954545455;65,52859565;7;0;0;0;0;16;8;10;6;4;0;2;0;0;0;4;2;8;311,392
15-P-24;9;15;38;14;13;11;5,375;5,5;3,333333333;30,14738569;4;0;0;1;6;0;0;0;3;3;1;2;5;2;4;3;1;0;149,979
15-P-25;10;15;42;15;15;12;5,32;5,48;3,32;31,55999112;4;1;0;1;4;0;0;0;3;4;1;2;4;1;6;2;2;0;171,18
15-P-26;11;15;45;16;17;12;5,384615385;5,5;3,307692308;33,31429344;4;2;0;1;2;0;0;0;4;4;1;2;2;3;6;1;3;0;187,152
15-P-27;12;15;47;17;18;12;5,444444444;5,444444444;3,296296296;35,50684774;5;1;0;1;2;0;0;1;4;4;1;2;2;2;6;2;3;0;206,914
15-P-28;13;15;49;18;19;12;5,392857143;5,5;3,285714286;37,56371;6;0;0;1;2;0;0;2;4;4;1;2;2;2;4;4;3;0;221,424
15-P-29;14;15;52;19;20;13;5,379310345;5,482758621;3,24137931;38,17681731;6;1;0;1;0;0;0;2;5;4;1;2;0;4;4;4;2;1;239,289
15-P-30;15;15;55;20;21;14;5,4;5,5;3,2;38,98892976;7;0;0;1;0;0;0;2;6;4;1;2;0;2;6;4;1;2;250,609
15-P-31;16;15;58;21;22;15;5,35483871;5,451612903;3,225806452;40,98457716;7;0;1;0;0;0;0;2;7;4;1;2;0;1;5;6;1;2;262,92
15-P-32;17;15;60;21;23;16;5,375;5,40625;3,1875;42,54527663;7;0;1;0;0;1;0;3;7;4;1;2;0;1;4;6;2;2;270,856
15-P-33;18;15;62;21;24;17;5,363636364;5,454545455;3,151515152;44,1649249;7;0;1;0;0;2;0;4;7;4;1;2;0;1;3;6;3;2;280,96
15-P-34;19;15;64;22;24;18;5,323529412;5,470588235;3,117647059;45,58990262;7;0;1;0;0;3;0;5;7;4;1;2;0;1;3;4;5;2;287,251
15-P-35;20;15;66;23;24;19;5,371428571;5,457142857;3,085714286;47,33547028;7;0;1;0;0;4;0;6;7;4;1;2;0;1;2;4;6;2;295,623
15-P-36;21;15;68;24;24;20;5,416666667;5,444444444;3,111111111;49,0209725;7;0;1;0;0;5;0;7;7;4;1;2;0;1;2;2;8;2;299,088
15-P-37;22;15;70;25;24;21;5,459459459;5,486486486;3,135135135;51,22708346;7;0;1;0;0;6;0;8;7;4;1;2;0;0;2;3;8;2;305,899
15-P-38;23;15;71;25;24;22;5,473684211;5,473684211;3,078947368;51,94098456;7;0;1;0;0;7;1;8;7;4;1;2;0;0;2;3;7;3;309,74
15-P-39;24;15;72;25;24;23;5,461538462;5,487179487;3,025641026;52,64385108;7;0;1;0;0;8;2;8;7;4;1;2;0;0;2;3;6;4;315,922
15-P-40;25;15;73;25;24;24;5,425;5,45;3;54,69285316;7;0;1;0;0;9;3;8;7;4;1;2;0;0;1;4;6;4;319,233
15-P-41;26;15;74;25;24;25;5,463414634;5,487804878;2,975609756;56,88714944;7;0;1;0;0;10;4;8;7;4;1;2;0;0;0;5;6;4;324,475
15-P-42;27;15;75;25;25;25;5,476190476;5,428571429;2,976190476;59,40329035;7;0;1;0;0;11;5;8;7;4;1;2;0;0;0;5;5;5;326,366
15-P-43;28;15;76;25;26;25;5,465116279;5,488372093;2,976744186;61,98721084;7;0;1;0;0;12;6;8;7;4;1;2;0;0;0;5;4;6;329,538
15-P-44;29;15;77;26;26;25;5,409090909;5,5;2,977272727;64,46285904;7;0;1;0;0;13;7;8;7;4;1;2;0;0;0;5;3;7;331,31
15-P-45;30;15;78;27;26;25;5,466666667;5,488888889;2,977777778;67,08683059;7;0;1;0;0;14;8;8;7;4;1;2;0;0;0;5;2;8;333,581
15-P-46;31;15;79;27;27;25;5,434782609;5,434782609;2,97826087;69,93950186;7;0;1;0;0;15;9;8;7;4;1;2;0;0;0;4;3;8;334,053
16-S-26;10;16;42;16;14;12;5,5;5,5;3,384615385;33,44965212;4;0;0;2;6;0;0;0;4;2;2;2;4;4;4;2;2;0;171,339
16-S-27;11;16;46;17;16;13;5,444444444;5,481481481;3,37037037;34,99481938;4;1;0;2;4;0;0;0;4;3;2;2;3;3;6;1;3;0;187,871
16-S-28;12;16;50;18;18;14;5,5;5,5;3,357142857;36,61192978;4;2;0;2;2;0;0;0;4;4;2;2;2;2;8;0;4;0;209,413
16-S-29;13;16;52;19;19;14;5,551724138;5,448275862;3,344827586;38,69125762;5;1;0;2;2;0;0;1;4;4;2;2;2;2;6;2;4;0;224,714
16-S-30;14;16;54;20;20;14;5,5;5,5;3,333333333;40,85457047;6;0;0;2;2;0;0;2;4;4;2;2;2;2;4;4;4;0;243,688
16-S-31;15;16;57;21;21;15;5,483870968;5,483870968;3,290322581;41,54263573;6;1;0;2;0;0;0;2;5;4;2;2;0;4;4;4;3;1;256,741
16-S-32;16;16;60;22;22;16;5,5;5,5;3,25;42,26878403;7;0;0;2;0;0;0;2;6;4;2;2;0;2;6;4;2;2;271,784
16-S-33;17;16;63;23;23;17;5,454545455;5,454545455;3,272727273;44,35572135;7;0;1;1;0;0;0;2;7;4;2;2;0;1;5;6;2;2;280,426
16-S-34;18;16;66;24;24;18;5,5;5,5;3,294117647;46,51142472;7;0;2;0;0;0;0;2;8;4;2;2;0;0;4;8;2;2;291,843
16-S-35;19;16;68;24;25;19;5,514285714;5,457142857;3,257142857;48,06294672;7;0;2;0;0;1;0;3;8;4;2;2;0;0;3;8;3;2;298,83
16-S-36;20;16;70;24;26;20;5,5;5,5;3,222222222;49,67370238;7;0;2;0;0;2;0;4;8;4;2;2;0;0;2;8;4;2;308,719
16-S-37;21;16;72;25;26;21;5,459459459;5,513513514;3,189189189;51,22676851;7;0;2;0;0;3;0;5;8;4;2;2;0;0;2;6;6;2;313,023
16-S-38;22;16;74;26;26;22;5,5;5,5;3,157894737;52,83598004;7;0;2;0;0;4;0;6;8;4;2;2;0;0;2;4;8;2;321,059
16-S-39;23;16;75;26;26;23;5,512820513;5,487179487;3,102564103;53,52757508;7;0;2;0;0;5;1;6;8;4;2;2;0;0;2;4;7;3;325,429
16-S-40;24;16;76;26;26;24;5,5;5,5;3,05;54,2501936;7;0;2;0;0;6;2;6;8;4;2;2;0;0;2;4;6;4;333,211
16-S-41;25;16;77;26;26;25;5,463414634;5,463414634;3,024390244;56,34564151;7;0;2;0;0;7;3;6;8;4;2;2;0;0;1;5;6;4;337,432
16-S-42;26;16;78;26;26;26;5,5;5,5;3;58,49283429;7;0;2;0;0;8;4;6;8;4;2;2;0;0;0;6;6;4;344,164
16-S-43;27;16;79;26;27;26;5,511627907;5,441860465;3;61,01408986;7;0;2;0;0;9;5;6;8;4;2;2;0;0;0;6;5;5;346,526
16-S-44;28;16;80;26;28;26;5,5;5,5;3;63,5918538;7;0;2;0;0;10;6;6;8;4;2;2;0;0;0;6;4;6;351,727
16-S-45;29;16;81;27;28;26;5,444444444;5,511111111;3;66,11411681;7;0;2;0;0;11;7;6;8;4;2;2;0;0;0;6;3;7;353,999
16-S-46;30;16;82;28;28;26;5,5;5,5;3;68,69087331;7;0;2;0;0;12;8;6;8;4;2;2;0;0;0;6;2;8;358,07
16-S-48;32;16;84;28;30;26;5,5;5,5;3;74,52182521;7;0;2;0;0;14;10;6;8;4;2;2;0;0;0;4;4;8;361,713
16-S-49;33;16;85;29;30;26;5,448979592;5,469387755;3;77,41389164;7;0;2;0;0;15;11;6;8;4;2;2;0;0;0;4;3;9;360,985
17-Cl-28;11;17;47;18;16;13;5,5;5,392857143;3,428571429;37,60972463;4;1;1;0;6;0;0;0;3;4;2;2;3;5;4;3;2;0;186,1
17-Cl-29;12;17;51;19;18;14;5,448275862;5,379310345;3,413793103;39,13137998;4;2;1;0;4;0;0;0;3;5;2;2;3;3;5;3;3;0;207,632
17-Cl-30;13;17;55;20;20;15;5,5;5,4;3,4;40,77886053;4;3;1;0;2;0;0;0;3;6;2;2;2;2;7;2;4;0;224,403
17-Cl-31;14;17;58;21;21;16;5,548387097;5,35483871;3,387096774;42,78228662;5;2;1;0;2;0;0;0;4;6;2;2;2;1;6;4;4;0;243,985
17-Cl-32;15;17;60;22;22;16;5,5;5,40625;3,375;45,02442351;6;1;1;0;2;0;0;1;4;6;2;2;2;1;4;6;4;0;258,316
17-Cl-33;16;17;63;23;23;17;5,484848485;5,393939394;3,333333333;45,65232712;6;2;1;0;0;0;0;1;5;6;2;2;0;3;4;6;3;1;274,061
17-Cl-34;17;17;66;24;24;18;5,5;5,411764706;3,294117647;46,44512125;7;1;1;0;0;0;0;1;6;6;2;2;0;1;6;6;2;2;285,568
17-Cl-34-m 0,146 MeV;17;17;65;23;24;18;5,5;5,352941176;3,294117647;47,09158944;6;2;1;0;0;1;0;2;5;6;2;2;0;2;5;5;4;1;285,422
17-Cl-35;18;17;69;25;25;19;5,542857143;5,457142857;3,314285714;48,60045054;8;0;1;0;0;0;0;1;7;6;2;2;0;0;5;8;2;2;298,214
17-Cl-36;19;17;71;25;26;20;5,555555556;5,416666667;3,277777778;50,09646368;8;0;1;0;0;1;0;2;7;6;2;2;0;0;4;8;3;2;306,794
17-Cl-37;20;17;73;25;27;21;5,540540541;5,459459459;3,243243243;51,76344481;8;0;1;0;0;2;0;3;7;6;2;2;0;0;3;8;4;2;317,106
17-Cl-38;21;17;75;26;27;22;5,5;5,473684211;3,210526316;53,37137876;8;0;1;0;0;3;0;4;7;6;2;2;0;0;3;6;6;2;323,213
17-Cl-38-m 0,671 MeV;21;17;75;26;27;22;5,578947368;5,447368421;3,210526316;53,26322194;8;0;1;0;0;3;0;4;7;6;2;2;0;0;3;6;6;2;323,213
17-Cl-39;22;17;77;27;27;23;5,538461538;5,461538462;3,179487179;54,92646529;8;0;1;0;0;4;0;5;7;6;2;2;0;0;3;4;8;2;331,287
17-Cl-40;23;17;78;27;27;24;5,55;5,45;3,125;55,56277869;8;0;1;0;0;5;1;5;7;6;2;2;0;0;3;4;7;3;337,118
17-Cl-41;24;17;79;27;27;25;5,536585366;5,463414634;3,073170732;56,34109136;8;0;1;0;0;6;2;5;7;6;2;2;0;0;3;4;6;4;344,94
17-Cl-42;25;17;80;27;27;26;5,5;5,428571429;3,047619048;58,43814341;8;0;1;0;0;7;3;5;7;6;2;2;0;0;2;5;6;4;350,611
17-Cl-43;26;17;81;27;27;27;5,534883721;5,465116279;3,023255814;60,58534995;8;0;1;0;0;8;4;5;7;6;2;2;0;0;1;6;6;4;357,943
17-Cl-44;27;17;82;27;28;27;5,545454545;5,409090909;3,022727273;63,05805848;8;0;1;0;0;9;5;5;7;6;2;2;0;0;1;6;5;5;362,075
17-Cl-45;28;17;83;27;29;27;5,533333333;5,466666667;3,022222222;65,68504702;8;0;1;0;0;10;6;5;7;6;2;2;0;0;1;6;4;6;368,276
17-Cl-46;29;17;84;28;29;27;5,47826087;5,47826087;3,02173913;68,25537643;8;0;1;0;0;11;7;5;7;6;2;2;0;0;1;6;3;7;372,688
17-Cl-47;30;17;85;29;29;27;5,531914894;5,468085106;3,021276596;70,78473542;8;0;1;0;0;12;8;5;7;6;2;2;0;0;1;6;2;8;376,559
17-Cl-48;31;17;86;29;30;27;5,5;5,416666667;3,020833333;73,66423591;8;0;1;0;0;13;9;5;7;6;2;2;0;0;1;5;3;8;378,831
17-Cl-49;32;17;87;29;31;27;5,530612245;5,469387755;3,020408163;76,61672164;8;0;1;0;0;14;10;5;7;6;2;2;0;0;1;4;4;8;382,202
17-Cl-50;33;17;88;30;31;27;5,48;5,44;3,02;79,52309008;8;0;1;0;0;15;11;5;7;6;2;2;0;0;1;4;3;9;382,974
17-Cl-51;34;17;89;31;31;27;5,529411765;5,470588235;3,019607843;82,44863318;8;0;1;0;0;16;12;5;7;6;2;2;0;0;1;4;2;10;384,845
18-Ar-30;12;18;52;20;18;14;5,5;5,5;3,466666667;41,93493349;6;0;0;0;6;0;0;0;2;6;2;2;2;6;4;4;2;0;207,961
18-Ar-31;13;18;56;21;20;15;5,451612903;5,483870968;3,451612903;43,48342812;6;1;0;0;4;0;0;0;2;7;2;2;2;4;5;4;3;0;224,842
18-Ar-32;14;18;60;22;22;16;5,5;5,5;3,4375;45,09721115;6;2;0;0;2;0;0;0;2;8;2;2;2;2;6;4;4;0;246,404
18-Ar-33;15;18;63;23;23;17;5,545454545;5,454545455;3,424242424;47,18026414;7;1;0;0;2;0;0;0;3;8;2;2;2;1;5;6;4;0;261,659
18-Ar-34;16;18;66;24;24;18;5,5;5,5;3,411764706;49,33985184;8;0;0;0;2;0;0;0;4;8;2;2;2;0;4;8;4;0;278,724
18-Ar-35;17;18;69;25;25;19;5,485714286;5,485714286;3,371428571;50,02990433;8;1;0;0;0;0;0;0;5;8;2;2;0;2;4;8;3;1;291,466
18-Ar-36;18;18;72;26;26;20;5,5;5,5;3,333333333;50,7540654;9;0;0;0;0;0;0;0;6;8;2;2;0;0;6;8;2;2;306,721
18-Ar-37;19;18;74;26;27;21;5,513513514;5,459459459;3,297297297;52,30656448;9;0;0;0;0;1;0;1;6;8;2;2;0;0;5;8;3;2;315,509
18-Ar-38;20;18;76;26;28;22;5,5;5,5;3,263157895;53,91634306;9;0;0;0;0;2;0;2;6;8;2;2;0;0;4;8;4;2;327,347
18-Ar-39;21;18;78;27;28;23;5,461538462;5,512820513;3,230769231;55,47029014;9;0;0;0;0;3;0;3;6;8;2;2;0;0;4;6;6;2;333,946
18-Ar-40;22;18;80;28;28;24;5,5;5,5;3,2;57,07862072;9;0;0;0;0;4;0;4;6;8;2;2;0;0;4;4;8;2;343,816
18-Ar-41;23;18;81;28;28;25;5,512195122;5,487804878;3,146341463;57,77085092;9;0;0;0;0;5;1;4;6;8;2;2;0;0;4;4;7;3;349,915
18-Ar-42;24;18;82;28;28;26;5,5;5,5;3,095238095;58,49283429;9;0;0;0;0;6;2;4;6;8;2;2;0;0;4;4;6;4;359,342
18-Ar-43;25;18;83;28;28;27;5,465116279;5,465116279;3,069767442;60,58948712;9;0;0;0;0;7;3;4;6;8;2;2;0;0;3;5;6;4;365
18-Ar-44;26;18;84;28;28;28;5,5;5,5;3,045454545;62,73547497;9;0;0;0;0;8;4;4;6;8;2;2;0;0;2;6;6;4;373,735
18-Ar-45;27;18;85;28;29;28;5,511111111;5,444444444;3,044444444;65,25713103;9;0;0;0;0;9;5;4;6;8;2;2;0;0;2;6;5;5;378,904
18-Ar-46;28;18;86;28;30;28;5,5;5,5;3,043478261;67,83449449;9;0;0;0;0;10;6;4;6;8;2;2;0;0;2;6;4;6;386,925
18-Ar-47;29;18;87;29;30;28;5,446808511;5,510638298;3,042553191;70,35714336;9;0;0;0;0;11;7;4;6;8;2;2;0;0;2;6;3;7;391,187
18-Ar-48;30;18;88;30;30;28;5,5;5,5;3,041666667;72,933514;9;0;0;0;0;12;8;4;6;8;2;2;0;0;2;6;2;8;397,048
