,Z-XX-A-m,Binding,Predicted
2004,58-Ce-147,1213.159,1220.9188419621587
2005,58-Ce-148,1219.5901,1218.0950215618013
2006,58-Ce-149,1223.972,1229.5529034261704
2007,58-Ce-150,1230.1631,1228.5586796815992
2008,58-Ce-151,1234.9149,1245.733566793978
2009,58-Ce-151-m ,1234.9149,1221.8027074959873
2010,58-Ce-152,1240.5969,1238.9510986393093
2011,58-Ce-153,1244.8579,1254.8429309481978
2012,58-Ce-154,1250.33,1249.1141774874925
2013,58-Ce-155,1254.1011,1258.2076690564752
2014,58-Ce-156,1259.173,1260.264106202066
2015,58-Ce-157,1262.5441,1266.0532254790664
2016,59-Pr-121,972.08704,998.0075043990016
2017,59-Pr-122,983.458,1007.2520979802014
2018,59-Pr-123,996.93,1023.9923012228609
2019,59-Pr-124,1007.801,1030.110745398283
2020,59-Pr-125,1020.673,1047.4746037616728
2021,59-Pr-126,1031.104,1055.1945542932153
2022,59-Pr-127,1043.346,1078.579121700883
2023,59-Pr-128,1053.317,1078.4483915894032
2024,59-Pr-129,1064.829,1105.576764436245
2025,59-Pr-130,1074.31,1109.5262885785698
2026,59-Pr-131,1085.4819,1131.1108798241614
2027,59-Pr-131,1085.3319,1112.1522640779017
2028,59-Pr-132,1094.4829,1133.7129839551449
2029,59-Pr-133,1105.2831,1153.1683991212249
2030,59-Pr-134,1113.926,1157.3453886582852
2031,59-Pr-134-m ,1113.926,1144.1209005551339
2032,59-Pr-135,1124.423,1147.4683912873268
2033,59-Pr-135,1124.065,1158.4163507283329
2034,59-Pr-136,1132.887,1148.2570213097333
2035,59-Pr-137,1142.808,1168.5744303370714
2036,59-Pr-138,1150.834,1172.5820706379413
2037,59-Pr-138,1150.4701,1187.9974754277468
2038,59-Pr-139,1160.597,1191.9288773270846
2039,59-Pr-140,1168.541,1197.9085926079154
2040,59-Pr-140,1168.413,1203.5674816973806
2041,59-Pr-140,1167.7771,1196.7875131624342
2042,59-Pr-141,1177.938,1209.439088425219
2043,59-Pr-142,1183.777,1214.23585867244
2044,59-Pr-142,1182.869,1219.0340037105084
2045,59-Pr-142,1183.781,1220.477659081161
2046,59-Pr-143,1191.133,1227.2647515323163
2047,59-Pr-144,1196.888,1237.8021484339238
2048,59-Pr-144,1196.888,1232.2297461868525
2049,59-Pr-145,1203.834,1249.7254594905971
2050,59-Pr-146,1208.985,1252.428423277378
2051,59-Pr-147,1215.801,1266.5021571812033
2052,59-Pr-148,1220.948,1272.0978058916926
2053,59-Pr-148,1220.858,1270.9752266743778
2054,59-Pr-149,1227.549,1276.4948869453071
2055,59-Pr-150,1232.8611,1280.3924189974068
2056,59-Pr-151,1239.402,1290.6359856006502
2057,59-Pr-152,1244.514,1288.9281204253434
2058,59-Pr-153,1250.406,1293.2852075634003
2059,59-Pr-154,1255.047,1295.7020898729563
2060,59-Pr-155,1260.719,1294.9215836146473
2061,59-Pr-156,1264.89,1310.014037536323
2062,59-Pr-157,1270.062,1303.9688322187662
2063,59-Pr-158,1273.833,1318.133802242458
2064,59-Pr-159,1278.7051,1313.004457591176
2065,60-Nd-124,998.419,1011.5210735230446
2066,60-Nd-125,1009.58997,1029.179137127757
2067,60-Nd-126,1022.96204,1035.8193769202232
2068,60-Nd-127,1033.533,1053.5543038313986
2069,60-Nd-128,1046.385,1061.5859569423199
2070,60-Nd-129,1056.506,1084.1002817436456
2071,60-Nd-130,1068.948,1084.0907831887007
2072,60-Nd-131,1078.1891,1110.171940352857
2073,60-Nd-132,1089.917,1114.3008122102617
2074,60-Nd-133,1098.8921,1134.250902119398
2075,60-Nd-133,1098.7621,1116.9395357701778
2076,60-Nd-134,1110.28,1136.929494613886
2077,60-Nd-135,1118.918,1154.941004447341
2078,60-Nd-135,1118.853,1140.9051397823096
2079,60-Nd-136,1129.9761,1158.84853497833
2080,60-Nd-137,1138.4291,1164.1219827066063
2081,60-Nd-137,1137.9099,1151.8879689184428
2082,60-Nd-138,1148.938,1155.693265002787
2083,60-Nd-139,1156.9819,1156.5335121724606
2084,60-Nd-139,1156.752,1147.8875775147676
2085,60-Nd-140,1167.313,1148.4598654502033
2086,60-Nd-140,1165.093,1162.4002446418403
2087,60-Nd-141,1175.332,1168.7374055429696
2088,60-Nd-141,1174.5751,1152.9123130806684
2089,60-Nd-142,1185.161,1173.2004765572547
2090,60-Nd-143,1191.285,1192.4444238948226
2091,60-Nd-144,1199.102,1197.6141374046206
2092,60-Nd-145,1204.858,1209.067269991517
2093,60-Nd-146,1212.423,1214.0711337327361
2094,60-Nd-147,1217.716,1227.133646477878
2095,60-Nd-148,1225.048,1236.877164155662
2096,60-Nd-149,1230.0879,1248.6502480670213
2097,60-Nd-150,1237.4679,1251.5338093787432
2098,60-Nd-151,1242.802,1265.5228061739801
2099,60-Nd-152,1250.079,1271.304926515758
2100,60-Nd-153,1255.343,1275.7450010285972
2101,60-Nd-154,1261.755,1279.7391433829664
2102,60-Nd-155,1266.606,1289.7678676710725
2103,60-Nd-156,1272.7379,1288.3834532878398
2104,60-Nd-157,1277.0691,1292.7245428596734
2105,60-Nd-158,1282.7511,1295.274029995501
2106,60-Nd-159,1286.622,1309.9650449897647
2107,60-Nd-160,1291.894,1304.3673965834976
2108,60-Nd-161,1295.565,1318.1722963861823
2109,61-Pm-126,1008.87897,1038.2090133748054
2110,61-Pm-127,1022.451,1057.0512718229888
2111,61-Pm-128,1033.422,1064.1224460555911
2112,61-Pm-129,1046.394,1082.647127818048
2113,61-Pm-130,1057.0651,1090.9349919505119
2114,61-Pm-131,1069.3771,1113.9078719899057
2115,61-Pm-132,1079.418,1114.1127158261538
2116,61-Pm-133,1091.19,1139.7235695395468
2117,61-Pm-134,1100.5911,1143.6332247473001
2118,61-Pm-134-m ,1100.5911,1157.7444529469608
2119,61-Pm-135,1111.9031,1161.4538886149526
2120,61-Pm-135,1111.9031,1146.4304241976142
2121,61-Pm-136,1121.194,1164.2432142631412
2122,61-Pm-136-m ,1121.194,1178.4856724982262
2123,61-Pm-137,1132.138,1181.167514498353
2124,61-Pm-138,1141.078,1185.0000564376712
2125,61-Pm-138,1141.078,1203.4683717753887
2126,61-Pm-139,1151.705,1207.0090831121206
2127,61-Pm-139,1151.705,1179.4598992850183
2128,61-Pm-140,1160.4911,1203.4302525746225
2129,61-Pm-140-m ,1160.4911,1212.0645640006064
2130,61-Pm-141,1170.875,1205.761022984743
2131,61-Pm-142,1179.584,1198.2879099007844
2132,61-Pm-142,1179.584,1225.5643852161766
2133,61-Pm-143,1189.461,1218.7016792684196
2134,61-Pm-144,1195.988,1236.6916923722624
2135,61-Pm-145,1203.911,1240.2317788040637
2136,61-Pm-146,1210.1699,1255.8500277343392
2137,61-Pm-147,1217.8291,1259.6851942743658
2138,61-Pm-148,1223.7251,1269.4534581874013
2139,61-Pm-148,1223.7251,1264.2330023972393
2140,61-Pm-149,1230.9951,1274.1102497301697
2141,61-Pm-150,1236.599,1284.2107131043076
2142,61-Pm-151,1244.462,1291.6898252756
2143,61-Pm-152,1250.3989,1302.6834027765392
2144,61-Pm-152,1250.3989,1295.0348163880706
2145,61-Pm-152,1250.3989,1302.3393301217557
2146,61-Pm-153,1257.8939,1306.376090992391
2147,61-Pm-154,1263.782,1318.2295376778245
2148,61-Pm-154-m ,1263.782,1311.1477400614024
2149,61-Pm-155,1270.324,1322.870706597328
2150,61-Pm-156,1275.645,1326.7854860255122
2151,61-Pm-157,1281.867,1330.3271972101331
2152,61-Pm-158,1286.658,1340.0074745089412
2153,61-Pm-159,1292.49,1338.2889859498143
2154,61-Pm-160,1296.811,1344.1373462142349
2155,61-Pm-161,1302.183,1348.1194903939365
2156,61-Pm-162,1306.154,1342.143149599731
2157,61-Pm-163,1311.026,1356.2530030085445
2158,62-Sm-128,1023.63995,1025.9545027049182
2159,62-Sm-129,1035.011,1044.3664516178965
2160,62-Sm-130,1048.3829,1051.517238738656
2161,62-Sm-131,1059.054,1070.0300473074317
2162,62-Sm-132,1072.126,1078.581246377647
2163,62-Sm-133,1082.127,1102.0239299438595
2164,62-Sm-134,1094.579,1102.521979173541
2165,62-Sm-135,1104.0,1128.9684557601213
2166,62-Sm-136,1116.0231,1133.3549134299158
2167,62-Sm-137,1125.313,1151.9617077002524
2168,62-Sm-138,1136.853,1153.5014734492302
2169,62-Sm-139,1145.807,1171.383003057122
2170,62-Sm-139,1145.807,1157.9006791796087
2171,62-Sm-140,1156.953,1175.598736699879
2172,62-Sm-141,1165.509,1198.9434351729751
2173,62-Sm-141,1165.509,1175.9786788976787
2174,62-Sm-142,1176.6339,1199.3282516292334
2175,62-Sm-143,1185.236,1202.5778822492957
2176,62-Sm-143,1185.236,1195.3144872600435
2177,62-Sm-143,1185.236,1218.5204568385482
2178,62-Sm-144,1195.7561,1196.1921037445663
2179,62-Sm-145,1202.5131,1216.1718141474128
2180,62-Sm-145,1202.5131,1188.2855566007495
2181,62-Sm-146,1210.929,1208.4872332349419
2182,62-Sm-147,1217.271,1226.6252238263487
2183,62-Sm-148,1225.4131,1230.635238765955
2184,62-Sm-149,1231.284,1246.3403494815825
2185,62-Sm-150,1239.271,1250.5577078771591
2186,62-Sm-151,1244.867,1260.0841335820555
2187,62-Sm-151,1244.867,1255.1081406007409
2188,62-Sm-152,1253.1239,1264.6499389669298
2189,62-Sm-153,1258.993,1274.647168046534
2190,62-Sm-153,1258.993,1272.5157423092724
2191,62-Sm-154,1266.9609,1282.0742881276012
2192,62-Sm-155,1272.768,1292.235992184937
2193,62-Sm-156,1280.013,1295.6612210904955
2194,62-Sm-157,1285.444,1306.781529311359
2195,62-Sm-158,1291.996,1311.3644570913314
2196,62-Sm-159,1297.067,1315.1325088418125
2197,62-Sm-160,1303.349,1318.5504888501764
2198,62-Sm-161,1308.0,1327.3923936941028
2199,62-Sm-162,1313.872,1326.1618309047817
2200,62-Sm-163,1318.043,1331.4507762753367
2201,62-Sm-164,1323.415,1335.0959717164635
2202,62-Sm-165,1327.0859,1348.2268490610122
2203,63-Eu-130,1033.9,1051.3118949784637
2204,63-Eu-131,1047.4719,1070.781557976961
2205,63-Eu-132,1058.6431,1078.2726683229207
2206,63-Eu-133,1071.5149,1097.2806515586972
2207,63-Eu-134,1082.116,1105.9788282685874
2208,63-Eu-135,1094.558,1129.3217770078777
2209,63-Eu-136,1104.689,1129.9225606081486
2210,63-Eu-136-m ,1104.689,1154.552438561499
2211,63-Eu-137,1116.521,1155.1943409062028
2212,63-Eu-138,1126.322,1159.269720901549
2213,63-Eu-139,1138.042,1176.6636996825932
2214,63-Eu-140,1147.6959,1178.1603469913603
2215,63-Eu-140-m ,1147.6959,1191.7057862668632
2216,63-Eu-141,1158.7141,1193.114571942389
2217,63-Eu-141,1158.7141,1182.372706147492
2218,63-Eu-142,1168.179,1197.147708364427
2219,63-Eu-142-m ,1168.179,1214.6402971435189
2220,63-Eu-143,1179.172,1218.3159879452585
2221,63-Eu-144,1188.624,1218.7671693051457
2222,63-Eu-145,1199.071,1236.9918967009187
2223,63-Eu-146,1206.267,1235.2077931240797
2224,63-Eu-147,1214.766,1251.9536205111147
2225,63-Eu-148,1221.59,1246.8388986352086
2226,63-Eu-149,1229.8049,1264.951143143475
2227,63-Eu-150,1236.228,1277.9982832273245
2228,63-Eu-150,1236.228,1267.789336357236
2229,63-Eu-151,1244.161,1280.4874045468569
2230,63-Eu-151,1244.161,1289.566648283422
2231,63-Eu-152,1250.468,1291.778811737716
2232,63-Eu-152,1250.468,1283.504570532739
2233,63-Eu-152,1250.468,1289.0920954791306
2234,63-Eu-153,1259.0181,1294.533642633736
2235,63-Eu-154,1265.4609,1303.175327937901
2236,63-Eu-154,1265.4609,1299.0637034565807
2237,63-Eu-155,1273.6129,1308.0148416823745
2238,63-Eu-156,1279.953,1315.983129433334
2239,63-Eu-157,1287.3989,1322.1514410222173
2240,63-Eu-158,1293.213,1333.1312706146837
2241,63-Eu-159,1300.128,1337.7855625377297
2242,63-Eu-160,1305.516,1348.6029168482423
2243,63-Eu-161,1312.018,1352.8975134932398
2244,63-Eu-162,1316.889,1356.7866718192697
2245,63-Eu-163,1322.9609,1360.3113855897784
2246,63-Eu-164,1327.532,1369.9576680603623
2247,63-Eu-165,1333.104,1368.3756587380767
2248,63-Eu-166,1337.175,1375.3168527451157
2249,63-Eu-167,1342.247,1380.3063436729312
2250,64-Gd-134,1073.104,1115.2076742455363
2251,64-Gd-135,1083.7749,1122.8232656536698
2252,64-Gd-136,1096.747,1141.1769734271168
2253,64-Gd-137,1106.9181,1149.4410911722182
2254,64-Gd-138,1119.5701,1170.6108705248832
2255,64-Gd-139,1129.392,1171.3542574303149
2256,64-Gd-139-m ,1129.392,1192.395181386292
2257,64-Gd-140,1141.713,1193.179062131226
2258,64-Gd-141,1151.229,1196.6805294383169
2259,64-Gd-141,1151.229,1208.125163318157
2260,64-Gd-142,1163.036,1211.290931696534
2261,64-Gd-143,1172.3779,1212.7607080932855
2262,64-Gd-143,1172.3779,1223.8037780647278
2263,64-Gd-144,1183.979,1225.2179379226566
2264,64-Gd-145,1193.218,1228.7558996776938
2265,64-Gd-145,1193.218,1242.952114947915
2266,64-Gd-146,1204.455,1246.2109941609501
2267,64-Gd-147,1211.797,1246.7831571153997
2268,64-Gd-148,1220.781,1261.9995921753048
2269,64-Gd-149,1227.7101,1262.4347759689688
2270,64-Gd-150,1236.417,1277.5917200794815
2271,64-Gd-151,1242.914,1273.9915177933574
2272,64-Gd-152,1251.506,1290.5763696702718
2273,64-Gd-153,1257.752,1292.9598820565343
2274,64-Gd-153,1257.752,1302.0922427121995
2275,64-Gd-153,1257.752,1293.5557913983464
2276,64-Gd-154,1266.648,1304.2514142283796
2277,64-Gd-155,1273.083,1307.001370865941
2278,64-Gd-156,1281.62,1311.9277463957667
2279,64-Gd-157,1287.98,1319.9587746017576
2280,64-Gd-157,1287.98,1318.1675471087099
2281,64-Gd-158,1295.9171,1326.2070740217566
2282,64-Gd-159,1301.8611,1338.7547900850773
2283,64-Gd-160,1309.313,1350.8098311011195
2284,64-Gd-161,1314.948,1356.1466441893576
2285,64-Gd-162,1321.794,1367.5497843818068
2286,64-Gd-163,1327.0779,1372.0237287418843
2287,64-Gd-164,1333.35,1376.091234935105
2288,64-Gd-165,1338.221,1379.7795488164425
2289,64-Gd-166,1344.193,1389.884886449039
2290,64-Gd-167,1348.5641,1388.1877696385384
2291,64-Gd-168,1354.036,1395.6595079316496
2292,64-Gd-169,1357.907,1401.069434896767
2293,65-Tb-136,1082.864,1099.8002682388424
2294,65-Tb-137,1095.936,1117.7986550687551
2295,65-Tb-138,1106.6069,1126.005281560242
2296,65-Tb-139,1119.279,1147.2315523186326
2297,65-Tb-140,1129.651,1148.3158873541952
2298,65-Tb-141,1141.762,1170.630742501676
2299,65-Tb-141-m ,1141.762,1152.5723647984266
2300,65-Tb-142,1152.394,1174.3356788541673
2301,65-Tb-142,1152.394,1186.3888451554178
2302,65-Tb-143,1163.795,1189.7975765708088
2303,65-Tb-143-m ,1163.795,1176.3912411328554
2304,65-Tb-144,1173.807,1191.8275177473427
2305,65-Tb-144,1173.807,1203.3088960371017
2306,65-Tb-145,1185.388,1205.2683479374646
2307,65-Tb-146,1195.35,1208.1489097055196
2308,65-Tb-146-m ,1195.35,1221.9428111814261
2309,65-Tb-147,1206.4031,1224.6918929520846
2310,65-Tb-147,1206.4031,1209.1075138690471
2311,65-Tb-148,1214.263,1225.636624226153
2312,65-Tb-148,1214.263,1241.0935227033497
2313,65-Tb-149,1223.289,1242.00438413018
2314,65-Tb-149,1223.289,1227.048034502387
2315,65-Tb-150,1230.9761,1243.3520541034936
2316,65-Tb-150,1230.9761,1251.2014849366544
2317,65-Tb-151,1239.566,1252.522533959925
2318,65-Tb-151,1239.566,1265.126366486013
2319,65-Tb-152,1246.729,1274.1479939879775
2320,65-Tb-152,1246.729,1264.0532797392011
2321,65-Tb-153,1255.4,1287.6296929605603
2322,65-Tb-153,1255.4,1270.6539005590678
2323,65-Tb-154,1262.312,1282.7148156814576
2324,65-Tb-154-m ,1262.312,1290.8672004249693
2325,65-Tb-154-m1 ,1262.312,1290.6277368555666
2326,65-Tb-155,1271.477,1295.5757340959906
2327,65-Tb-156,1278.392,1298.149342562139
2328,65-Tb-156,1278.392,1307.4371795645357
2329,65-Tb-156,1278.392,1298.736628215909
2330,65-Tb-157,1287.137,1309.8139429775476
2331,65-Tb-158,1293.915,1312.7862407894133
2332,65-Tb-158,1293.915,1319.8020484451652
2333,65-Tb-158,1293.915,1315.3272292181848
2334,65-Tb-159,1302.049,1322.8513345444799
2335,65-Tb-160,1308.4241,1328.9566557163596
2336,65-Tb-161,1316.121,1337.9225416985155
2337,65-Tb-162,1322.404,1345.00071486634
2338,65-Tb-163,1329.397,1358.1629624384045
2339,65-Tb-164,1334.947,1364.1371785558463
2340,65-Tb-165,1341.599,1376.4151856511235
2341,65-Tb-166,1346.7699,1381.397177719772
2342,65-Tb-167,1352.882,1385.8186300656796
2343,65-Tb-168,1357.6531,1389.8590153849125
2344,65-Tb-169,1363.3251,1400.3800397773384
2345,65-Tb-170,1367.5961,1398.921886612296
2346,65-Tb-171,1372.8679,1404.24145232445
2347,66-Dy-138,1097.125,1142.7872284522653
2348,66-Dy-139,1107.996,1157.4093789231777
2349,66-Dy-140,1121.168,1164.0092498571275
2350,66-Dy-140,1121.168,1174.9323380818962
2351,66-Dy-141,1131.74,1181.0402838544844
2352,66-Dy-142,1144.511,1182.7282770529985
2353,66-Dy-143,1154.903,1199.523346948564
2354,66-Dy-143-m ,1154.903,1186.0781424239278
2355,66-Dy-144,1167.234,1202.3336694024206
2356,66-Dy-145,1177.016,1214.5755569927096
2357,66-Dy-145,1177.016,1204.7494268831015
2358,66-Dy-146,1189.347,1216.9459463754297
2359,66-Dy-146,1189.347,1225.423406663835
2360,66-Dy-147,1199.057,1227.71443312037
2361,66-Dy-147,1199.057,1219.968486543715
2362,66-Dy-148,1210.799,1230.6506114272474
2363,66-Dy-149,1218.727,1243.8153586190342
2364,66-Dy-149,1218.727,1230.4372688839435
2365,66-Dy-150,1228.3999,1243.742369723141
2366,66-Dy-151,1235.9131,1256.9561094614862
2367,66-Dy-152,1245.35,1258.4296352878212
2368,66-Dy-153,1252.447,1266.8563532958626
2369,66-Dy-154,1261.767,1271.9347057048083
2370,66-Dy-155,1268.601,1285.3270432723164
2371,66-Dy-156,1278.042,1282.7209397497772
2372,66-Dy-157,1285.012,1293.94848165673
2373,66-Dy-158,1294.068,1296.2768774281144
2374,66-Dy-159,1300.9,1306.5035715982317
2375,66-Dy-160,1309.477,1309.1895379709006
2376,66-Dy-161,1315.931,1318.2820296919942
2377,66-Dy-162,1324.128,1323.9197969948052
2378,66-Dy-163,1330.399,1331.878836152792
2379,66-Dy-164,1338.058,1338.232869487047
2380,66-Dy-165,1343.774,1350.1961744592786
2381,66-Dy-165,1343.774,1343.3520906784534
2382,66-Dy-166,1350.818,1355.81107024163
2383,66-Dy-167,1356.239,1366.9972434421777
2384,66-Dy-168,1362.931,1371.6626586729883
2385,66-Dy-169,1368.042,1375.8074031156302
2386,66-Dy-170,1374.1741,1379.592952204168
2387,66-Dy-171,1378.6849,1389.4277060018183
2388,66-Dy-172,1384.3569,1388.157899182856
2389,66-Dy-173,1388.528,1393.237876344621
2390,67-Ho-140,1106.8849,1153.982025340855
2391,67-Ho-141,1120.057,1169.7621246481538
2392,67-Ho-142,1131.229,1176.910537130177
2393,67-Ho-143,1144.1,1194.7714448753595
2394,67-Ho-144,1155.072,1196.273966290474
2395,67-Ho-144,1155.072,1212.1453017176389
2396,67-Ho-145,1167.1431,1213.649447885573
2397,67-Ho-146,1177.5851,1216.5453823149203
2398,67-Ho-147,1189.926,1228.7748967875839
2399,67-Ho-148,1200.178,1230.8453318036197
2400,67-Ho-148-m ,1200.178,1239.3997803794741
2401,67-Ho-149,1211.917,1241.4017258151173
2402,67-Ho-149,1211.917,1233.6948982871174
2403,67-Ho-150,1220.2489,1244.176553668916
2404,67-Ho-150,1220.2489,1254.5780962386132
2405,67-Ho-151,1230.0039,1257.3025567550062
2406,67-Ho-151,1230.0039,1243.6740051237343
2407,67-Ho-152,1238.052,1256.9776061910986
2408,67-Ho-152,1238.052,1269.326227543533
2409,67-Ho-153,1247.534,1269.1446301707028
2410,67-Ho-153,1247.534,1258.4436331582665
2411,67-Ho-154,1255.231,1270.6080325371622
2412,67-Ho-154-m ,1255.231,1277.7112019022106
2413,67-Ho-155,1264.698,1279.1879772341847
2414,67-Ho-156,1272.0801,1284.9444764738082
2415,67-Ho-156,1272.0801,1287.3827305319905
2416,67-Ho-156,1272.0801,1275.92972292608
2417,67-Ho-157,1281.629,1293.142354296267
2418,67-Ho-158,1289.063,1290.9158180285692
2419,67-Ho-158,1289.063,1306.5370665025114
2420,67-Ho-158,1289.063,1296.0434129460455
2421,67-Ho-159,1298.2799,1304.1914233550428
2422,67-Ho-159,1298.2799,1294.1721976218819
2423,67-Ho-160,1305.4039,1316.64652850765
2424,67-Ho-160,1305.4039,1306.8392705269455
2425,67-Ho-160,1305.4039,1316.0126249460577
2426,67-Ho-161,1314.291,1319.1413989525438
2427,67-Ho-161,1314.291,1328.5667150396705
2428,67-Ho-162,1321.2059,1330.9787230907677
2429,67-Ho-162,1321.2059,1322.300168395698
2430,67-Ho-163,1329.614,1334.1222448536157
2431,67-Ho-163,1329.614,1342.135900702536
2432,67-Ho-164,1336.2891,1345.4396480895878
2433,67-Ho-164,1336.2891,1340.609382938087
2434,67-Ho-165,1344.278,1352.5103223982453
2435,67-Ho-166,1350.521,1362.0913647940754
2436,67-Ho-166,1350.521,1360.0801707654596
2437,67-Ho-166,1350.521,1356.5807031541467
2438,67-Ho-167,1357.8041,1369.8334369601607
2439,67-Ho-168,1363.658,1384.3584772048591
2440,67-Ho-168,1363.658,1376.2230898754597
2441,67-Ho-169,1370.463,1391.1331965383888
2442,67-Ho-170,1375.971,1403.8760079210401
2443,67-Ho-170,1375.971,1396.4043946089148
2444,67-Ho-171,1382.3031,1409.1432066000104
2445,67-Ho-172,1387.274,1413.758004531443
2446,67-Ho-173,1393.046,1417.885126655042
2447,67-Ho-174,1397.518,1428.3397861438393
2448,67-Ho-175,1402.889,1427.1062238108516
2449,68-Er-143,1132.4181,1149.838905651033
2450,68-Er-144,1145.989,1158.4532201192378
2451,68-Er-145,1156.861,1179.0339640843272
2452,68-Er-145,1156.861,1159.9579911921023
2453,68-Er-146,1169.932,1180.4361257675887
2454,68-Er-147-m ,1180.3041,1201.4108098009228
2455,68-Er-147,1180.3041,1185.031551646173
2456,68-Er-148,1193.0249,1205.3038425375223
2457,68-Er-149,1203.187,1219.3652033237217
2458,68-Er-149,1203.187,1207.2751676315665
2459,68-Er-150,1215.351,1221.256165643692
2460,68-Er-151,1223.855,1233.2207204257845
2461,68-Er-151,1223.855,1224.1479757004977
2462,68-Er-151,1223.855,1237.2756035394073
2463,68-Er-152,1234.161,1236.011045921862
2464,68-Er-153,1242.22,1250.9335257024168
2465,68-Er-154,1252.416,1250.0300381537675
2466,68-Er-155,1260.0911,1263.6300941202044
2467,68-Er-156,1270.16,1263.3733831747174
2468,68-Er-157,1277.439,1273.3336178824304
2469,68-Er-157,1277.439,1269.0326472071408
2470,68-Er-158,1287.391,1279.013003853619
2471,68-Er-159,1294.729,1288.2660961418749
2472,68-Er-160,1304.292,1296.1523963659406
2473,68-Er-161,1311.5131,1312.1982052497267
2474,68-Er-161,1311.5131,1309.9934156736135
2475,68-Er-162,1320.719,1329.6456758928298
2476,68-Er-163,1327.622,1344.4383004288077
2477,68-Er-164,1336.47,1347.3351097250581
2478,68-Er-165,1343.119,1361.6336844229102
2479,68-Er-166,1351.594,1365.4016111924052
2480,68-Er-167,1358.031,1379.2947475712895
2481,68-Er-167,1358.031,1373.5511213732361
2482,68-Er-168,1365.8031,1387.9008132944107
2483,68-Er-169,1371.805,1398.9015147115588
2484,68-Er-170,1379.0641,1407.585693551004
2485,68-Er-171,1384.745,1423.4365320964455
2486,68-Er-172,1391.581,1430.7034265533089
2487,68-Er-173,1396.813,1443.5617203671336
2488,68-Er-174,1403.135,1448.789924978435
2489,68-Er-175,1408.007,1453.3096123794317
2490,68-Er-176,1413.8779,1457.3633706641792
2491,68-Er-177,1418.25,1467.2388682633043
2492,69-Tm-145,1144.278,1197.0553474156857
2493,69-Tm-146,1155.75,1204.0964012306333
2494,69-Tm-146,1155.75,1214.7305334154962
2495,69-Tm-147,1168.921,1221.0579457997082
2496,69-Tm-148,1179.893,1222.3859937582015
2497,69-Tm-149,1192.6641,1238.7252579973936
2498,69-Tm-150,1203.3461,1241.3859782108664
2499,69-Tm-151,1215.588,1253.073950070679
2500,69-Tm-151-m ,1215.588,1243.3899233422876
2501,69-Tm-151,1215.588,1252.1775864382387
2502,69-Tm-152-m ,1224.649,1255.0557735675573
2503,69-Tm-152,1224.649,1263.3045186513662
2504,69-Tm-153,1234.965,1265.2755937834381
2505,69-Tm-153,1234.965,1257.912713929236
2506,69-Tm-154,1243.451,1268.1369084796308
2507,69-Tm-154-m ,1243.451,1278.472086145699
2508,69-Tm-155,1253.728,1281.4206375702024
2509,69-Tm-155,1253.728,1267.7079737352728
2510,69-Tm-156,1262.005,1281.17954924798
2511,69-Tm-157,1271.9459,1294.1207054556012
2512,69-Tm-158,1280.0079,1294.5436411126257
2513,69-Tm-158-m ,1280.0079,1303.4850308215023
2514,69-Tm-159,1289.95,1304.0236988716722
2515,69-Tm-160,1297.751,1310.9293982786535
2516,69-Tm-160,1297.751,1313.9186935046314
2517,69-Tm-161,1307.4231,1320.888758119464
2518,69-Tm-162,1315.074,1328.8079283428788
2519,69-Tm-162-m ,1315.074,1339.6390305618643
2520,69-Tm-163,1324.401,1349.0753449757694
2521,69-Tm-164,1331.627,1364.03981836766
2522,69-Tm-164-m ,1331.627,1351.8419240844846
2523,69-Tm-165,1340.745,1366.7759021157622
2524,69-Tm-166,1347.7731,1381.3038169231415
2525,69-Tm-166,1347.7731,1370.4360952752231
2526,69-Tm-167,1356.5,1384.9871315650344
2527,69-Tm-168,1363.3411,1399.406687857449
2528,69-Tm-169,1371.3739,1408.2695895070433
2529,69-Tm-170,1377.966,1418.9602130976318
2530,69-Tm-171,1385.4541,1427.2949450998901
2531,69-Tm-172,1391.689,1442.6571079896091
2532,69-Tm-173,1398.64,1449.6937874700427
2533,69-Tm-174,1404.3219,1461.5887278428675
2534,69-Tm-175,1410.844,1466.3627515506148
2535,69-Tm-176,1415.9661,1470.5434905172585
2536,69-Tm-177,1422.167,1474.2900455381273
2537,69-Tm-178,1426.839,1483.3936605669855
2538,69-Tm-179,1432.41,1482.4735505471826
2539,70-Yb-148,1170.11,1215.4113048468828
2540,70-Yb-149,1181.382,1231.6302123964429
2541,70-Yb-150,1194.653,1233.0687435466648
2542,70-Yb-151,1205.525,1248.5381401224731
2543,70-Yb-151-m ,1203.125,1236.1852694165111
2544,70-Yb-151,1205.525,1246.0118994500638
2545,70-Yb-151,1205.525,1235.1233059774636
2546,70-Yb-152,1218.406,1251.0327606053947
2547,70-Yb-153,1227.228,1262.517513381779
2548,70-Yb-154,1238.173,1264.6803093465567
2549,70-Yb-155,1246.8141,1274.9067535547017
2550,70-Yb-156,1257.646,1278.0340277893542
2551,70-Yb-157,1265.896,1291.6824513974188
2552,70-Yb-158,1276.5391,1291.725694818616
2553,70-Yb-159,1284.4401,1305.4687290331722
2554,70-Yb-160,1294.839,1306.2632331619263
2555,70-Yb-161,1302.584,1317.0065987286566
2556,70-Yb-162,1312.6431,1323.6052198527454
2557,70-Yb-163,1320.187,1333.356736313641
2558,70-Yb-164,1329.978,1342.3541175042988
2559,70-Yb-165,1337.316,1356.6076990471481
